ID	英文名称	编号	工具分类	中文名称	备注链接地址	全名称	简化名称
541	Freegate	1	1		http://forums.internetfreedom.org/index.php?action=.xml;type=rss	自由门	自由门
1320	TalkU	986	2		https://itunes.apple.com/us/app/talku-free-calling-messaging/id863809868?mt=8;https://play.google.com/store/apps/details?id=me.talkyou.app.im	TalkU	TalkU	
1321	Funbers(AddaLine)	987	2		https://itunes.apple.com/us/app/addaline-call-text-unlimited/id657504259?mt=8;https://play.google.com/store/apps/details?id=com.funbers.app	Funbers(AddaLine)	Funbers(AddaLine)	
1322	MagicApp	988	2		https://itunes.apple.com/us/app/magicapp-calling-messaging/id463926997?mt=8;https://play.google.com/store/apps/details?id=com.magicjack&hl=zh_CN	MagicApp	MagicApp	
1323	FreePhoneCalls(Dingtone)	989	2		https://play.google.com/store/apps/details?id=me.dingtone.app.im;https://itunes.apple.com/us/app/dingtone-free-phone-calls/id588937297?mt=8	FreePhoneCalls(Dingtone)	FreePhoneCalls(Dingtone)	
1324	TextNow	990	2		https://itunes.apple.com/us/app/textnow-free-text-+-calls/id314716233?mt=8;https://play.google.com/store/apps/details?id=com.enflick.android.TextNow&h	TextNow	TextNow	
1325	UppTalk	991	2		https://itunes.apple.com/us/app/upptalk-free-wifi-calling/id426224730?mt=8;https://play.google.com/store/apps/details?id=com.yuilop&hl=zh_CN	UppTalk	UppTalk	
1326	SignalPrivateMessenger	992	2	iOS和安卓平台即时通信工具	https://play.google.com/store/apps/details?id=org.thoughtcrime.securesms&hl=zh_CN;https://itunes.apple.com/us/app/signal-private-messenger/id874139669?mt=8	SignalPrivateMessenger	SignalPrivateMessenger	
1328	OperaVpn_Android	993	0	安卓平台穿透工具	https://play.google.com/store/apps/details?id=com.opera.vpn	OperaVPN_Android	OperaVPN_Android	
1329	QiongDingChuanYue_ChromeExtension	994	0		https://chrome.google.com/webstore/detail/%E7%A9%B9%E9%A1%B6%E7%A9%BF%E8%B6%8A/ldbcplcolkhgemejdgibfmhemnkecgni?hl=zh-CN	穹顶穿越Chrome插件	穹顶穿越Chrome插件	
1330	PuffinForFacebook_IOS	995	0			PuffinForFacebook IOS版	PuffinForFacebook IOS版	
1331	PuffinForFacebook_Android	996	0			PuffinForFacebook Android版	PuffinForFacebook Android版	
1332	Liproxy_ChromeExtension	997	0		https://chrome.google.com/webstore/detail/liproxy/baaclllfceolpgfimibgppgeojbeebcd?hl=zh-CN	Liproxy Chrome插件	Liproxy Chrome插件	
1333	CloudLink_ChromeExtension	998	0		https://chrome.google.com/webstore/detail/cloudlink/jelkafihejnbjnnpempgfmdkhaobhkih?hl=zh-CN	CloudLink Chrome插件	CloudLink Chrome插件	
1334	NewBiHuManBu_ChromeExtension	999	0			新壁虎漫步Chrome插件	新壁虎漫步Chrom插件	
1335	HelloWord_ChromeExtension	1000	0		https://chrome.google.com/webstore/detail/helloworld/nbceagogbdhbpnjinekdelphpahoijba?hl=zh-CN	Hello World Chrome插件	Hello World Chrom插件	
1336	CrSafari	1001	0	浏览器，内置FaceBook,Twitter等可用IP	http://coolapk.com/apk/com.crsafari	CrSafari	CrSafari	
1337	Lemon_Browser	1002	0	浏览器，内置FaceBook,Twitter等可用IP	http://www.lemonbrowser.xyz/history.html	柠檬浏览器	柠檬浏览器	
1338	TubboVPN	1003	0	VPN协议实现穿透,又名小马出墙	https://play.google.com/store/apps/details?id=free.vpn.unblock.proxy.turbovpn	TubboVPN	TubboVPN	
1339	HongXingJiaSuQi	1004	0	IPSEC VPN	https://itunes.apple.com/cn/app/hong-xing-jia-su-qi-hong-xingvpn/id1074141925?mt=8	红杏加速器	红杏加速器	
1340	Cryptochat	1005	2		https://play.google.com/store/apps/details?id=nidzo.cryptochat	Cryptochat	Cryptochat	
1341	F-SecureFreedome	1006	2		https://play.google.com/store/apps/details?id=com.fsecure.freedome.vpn.security.privacy.android;https://itunes.apple.com/app/id771791010	SecureFreedome	SecureFreedome	
1342	Linphone	1007	2		https://play.google.com/store/apps/details?id=org.linphone;https://itunes.apple.com/app/id360065638	Linphone	Linphone	
1343	RedPhone16	1008	2		https://itunes.apple.com/app/id1115173749	RedPhone16	RedPhone16	
1344	SecureLine	1009	2		https://play.google.com/store/apps/details?id=com.avast.android.vpn;https://itunes.apple.com/app/id793096595	SecureLine	SecureLine	
1345	Sicher	1010	2		https://play.google.com/store/apps/details?id=de.shapeservices.sicher	Sicher	Sicher	
1347	Tin-Chat	1012	2		https://play.google.com/store/apps/details?id=kr.co.april7.tin	Tin-Chat	Tin-Chat	
1348	FreeBrowser_x86	1013	0	from github	https://github.com/greatfire/wiki	自由浏览器x86安卓版	自由浏览器安卓版	
1349	AnJiJiaSuQi_Android	1014	0		https://play.google.com/store/apps/details?id=com.lausny.anjifree.gp&hl=zh_CN	安极加速器又名安速加速器	安极加速器又名安速加速器	
1350	Twinkstar	1015	0	SSL加密代理	http://www.twinkstar.com/	星愿浏览器	星愿浏览器	
1352	YueGuang	1017	0	内置代理服务器	http://36s.org/	月光浏览器	月光浏览器	
1353	XiYou_ChromeExtension	1018	0	SSL加密代理	https://chrome.google.com/webstore/detail/%E8%A5%BF%E6%B8%B8-%E7%A7%91%E5%AD%A6%E4%B8%8A%E7%BD%91%EF%BC%8C%E5%8A%A0%E9%80%9F%E4%BB%A3%E7%90%86/cmegjchfmigcacidhfdkgeddoaekhlmj?hl=zh-CN	西游Chrome插件	西游Chrome插件	
1354	YunLu_ChromeExtension	1019	0	SSL加密代理	https://chrome.google.com/webstore/detail/%E4%BA%91%E9%BA%93/iiddmgffghbhpdokbgaadblinlokkjam	云麓Chrome插件	云麓Chrome插件	
1355	6BOX	1011	0	IPV6	http://www.wandoujia.com/apps/com.sixbox.vpn;https://itunes.apple.com/cn/app/6box-mian-fei-ban/id1089574310?mt=8&ign-mpt=uo%3D4	6BOX	6BOX	
1356	YuYue	1016	0		https://chrome.google.com/webstore/detail/%E9%B1%BC%E8%B7%83/ankocpbbephifcjcifflndpojplnpmba?hl=zh-CN;http://yuyuecj.cc	鱼跃	鱼跃Chrome插件	
1357	WaiYu_ChromeExtension	1020	0	HTTPS协议	https://chrome.google.com/webstore/detail/%E5%A4%96%E9%81%87/bfeeeigddpfldpalkncjknmdngbigopc?hl=zh-CN	外遇Chrome插件	外遇Chrome插件	
1358	LongJuanFeng_HttpDaiLi_free	1021	0		http://s1.longs1.vip/pricing	龙卷风浏览器加速免费版	龙卷风浏览器加速免费版	
1359	LongJuanFeng_HttpDaiLi_unfree	1022	0		http://s1.longs1.vip/dl	龙卷风浏览器加速收费版	龙卷风浏览器加速收费版	
1360	TianTiFanQiang	1023	0			天梯翻墙	天梯翻墙	
1361	ChuiZiYueDu_IOS	1024	0		https://itunes.apple.com/us/app/chui-zi-yue-du/id1113989221?mt=8	锤子阅读IOS版	锤子阅读IOS版	
1362	ChuiZiYueDu_Android	1025	0		http://www.wandoujia.com/apps/com.smartisan.reader	锤子阅读Android版	锤子阅读Android版	
1363	91VPN	1026	0		https://itunes.apple.com/cn/app/91vpn-yi-jian-lian-wang-wu/id1101668303?mt=8	91VPN  IOS版	91VPN  IOS版	
1364	NewChuanYue_ChromeExtension	1027	0		https://chrome.google.com/webstore/detail/%E4%BA%91%E5%B8%86/dppabhodafdmkigaddpgagplnhmnfaoe?hl=zh-CN	新穿越chrome插件又叫穿越云帆	新穿越chrome插件又叫穿越云帆	
1366	HongXingYe_ChromeExtension	1028	0		https://chrome.google.com/webstore/detail/%E7%BA%A2%E6%9D%8F%E5%8F%B6/kcghjgabkiaelnijofkmehoelekpbkdi?hl=zh-CN	Chrome插件红杏叶	Chrome插件红杏叶	
1367	HongXingFanQiang_ChromeExtension	1029	0		https://chrome.google.com/webstore/detail/%E7%BA%A2%E6%9D%8F%E7%BF%BB%E5%A2%99/baacobnnjifjbgdmfoicahpkdjikffon?hl=zh-CN	Chrome插件红杏翻墙	Chrome插件红杏翻墙	
1368	Zaker_Android	1030	0		https://play.google.com/store/apps/details?id=com.myzaker.ZAKER_Phone	阅读软件Zaker Android版	阅读软件Zaker Android版	
1369	Zaker_IOS	1031	0		https://itunes.apple.com/cn/app/zaker-%E5%85%B3%E6%B3%A8%E6%97%B6%E4%BA%8B%E6%96%B0%E9%97%BB%E5%A4%B4%E6%9D%A1%E4%B8%8E%E6%9C%AC%E5%9C%B0%E7%83%AD%E7%82%B9%E8%B5%84%E8%AE%AF/id462149227?mt=8	阅读软件Zaker IOS版	阅读软件Zaker IOS版	
1370	WuJieYingWen_Android	1032	0		https://play.google.com/store/apps/details?id=us.ultrasurf.mobile.ultrasurf	无界英文Android版	无界英文Android版	
1371	JinWenDaiLi_PC	1033	0		https://git.io/jwp	禁闻代理	禁闻代理	
1372	FreeVpnProxy_ChromeExtension	1034	0		https://chrome.google.com/webstore/detail/free-vpn-proxy-by-freevpn/ibmdbhboiekjjoadjahpnmmcgdmabbdf?hl=zh-CN	FreeVpnProxy by FreeVPN.pw Chrome插件	FreeVpnProxy by FreeVPN.pw Chrome插件	
1373	RyoVpn_ChromeExtension	1035	0		https://chrome.google.com/webstore/detail/ryovpn-for-chrome/enohomemkecjkggiceggbfgbafbneblh?hl=zh-CN	ryovpn Chrome插件	ryovpn Chrome插件	
1374	Vpn99_ChromeExtension	1036	0		https://chrome.google.com/webstore/detail/vpn99-vpn-%D0%B1%D0%B5%D0%B7-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D0%BD%D0%B8%D0%B9/jhilaocgbpkchpomekiejhldihlmhikd?hl=zh-CN	VPN99 Chrome插件	VPN99 Chrome插件	
1375	ThroughProxy_ChromeExtension	1037	0		https://chrome.google.com/webstore/detail/through-proxy/aaakeanggjicliiobkopfijohmlbhnid?hl=zh-CN	ThroughProxy Chrome插件	ThroughProxy Chrome插件	
1376	BroProVpn_ChromeExtension	1038	0		https://chrome.google.com/webstore/detail/unblock-sites-w-no-histor/iaidohholfjjhodbgoahlkdbikokepdl?hl=zh-CN	BroProVPN Chrome插件	BroProVPN Chrome插件	
1377	Privatix_ChromeExtension	1039	0		https://chrome.google.com/webstore/detail/privatix-free-vpn-and-unl/dpdmolbociagblhlkopalkepebeoifka?hl=zh-CN	Privatix Chrome插件	Privatix Chrome插件	
1378	JinWenLiuLanQi_Android	1040	0		https://git.io/jwb	禁闻浏览器Android	禁闻浏览器Android	
1379	WangMen_Android	1041	0		https://git.io/ogatea	网门Android版	网门Android版	
1381	Pipesocks	1042	0	类SS工具，提供客户端和服务端软件，不提供资源	https://pipesocks.github.io/dist.json	Pipesocks	Pipesocks	
1382	HaiYingLiuLanQi	1043	0	为puffin的中国专业定制版	https://play.google.com/store/apps/details?id=com.cloudmosa.puffin.china	海鹦浏览器为puffin的中国专业定制版	海鹦浏览器为puffin的中国专业定制版	
1383	ShadowsocksX-NG	1044	0	MAC OSX平台	https://github.com/shadowsocks/ShadowsocksX-NG/releases	ShadowsocksX-NG	ShadowsocksX-NG	
1384	Shadowsocks-qt5	1045	0	SS客户端，跨平台（linux\windows)	https://github.com/shadowsocks/shadowsocks-qt5/releases	Shadowsocks-qt5	Shadowsocks-qt5	
1385	Shadowsocks-tudousi(Potatso2)	1046	0	SS客户端，iOS平台	https://itunes.apple.com/us/app/id1162704202?mt=8	Shadowsocks-tudousi(Potatso2)	Shadowsocks-tudousi(Potatso2)	
1386	Shadowsocks-openwrt	1047	0	SS客户端，路由器等固件	https://github.com/shadowsocks/openwrt-shadowsocks/releases	Shadowsocks-openwrt	Shadowsocks-openwrt	
1387	Shadowsocks-Wingy	1048	0	iOS平台Shadowsocks Socks5 http(s)代理客户端	https://itunes.apple.com/cn/app/wingy-proxy-for-ss-http-s/id1178584911?l=zh&mt=8	Shadowsocks-Wingy	Shadowsocks-Wingy	
1388	libQtShadowsocks	1049	0	SS服务端，C++和Qt5框架	https://github.com/shadowsocks/libQtShadowsocks/releases	libQtShadowsocks	libQtShadowsocks	
1389	Shadowsocks-perl	1050	0	SS服务端，perl语言	https://github.com/zhou0/shadowsocks-perl/releases	Shadowsocks-perl	Shadowsocks-perl	
1390	Shadowsocks-libev	1051	0	SS服务端，C语言,使用于嵌入式设备	https://github.com/shadowsocks/shadowsocks-libev/releases	Shadowsocks-libev	Shadowsocks-libev	
1391	Shadowsocks-python	1052	0	SS服务器，python语言版本	https://github.com/shadowsocks/shadowsocks/releases	Shadowsocks-python	Shadowsocks-python	
1392	Brook	1053	0		https://play.google.com/store/apps/details?id=com.txthinking.brook;https://github.com/txthinking/brook/releases;https://itunes.apple.com/us/app/brook-brook-shadowsocks-vpn-proxy/id1216002642	Brook	Brook	
1393	TiZiZhuShou_ChromeExtension	1054	0		http://www.tizizhushou.com/	Chrome插件梯子助手	Chrome插件梯子助手	
1394	Advanced_onion_router	1055	0	tor客户端	https://sourceforge.net/projects/advtor/files/?source=navbar	Advanced_onion_router	Advanced_onion_router	
1395	HengKeLiuLanQi	1056	0		https://play.google.com/store/apps/details?id=com.infthink.browser.lite	恒客浏览器Android免费版	恒客浏览器Android免费版	
1396	HengKeLiuLanQi_Pro	1057	0		https://play.google.com/store/apps/details?id=com.infthink.browser.full&hl=zh_CN	恒客浏览器AndroidPro版	恒客浏览器AndroidPro版	
1397	SiWei	1058	0		https://twitter.com/squidgfw;https://squidproxy.github.io/	四维	四维	
1398	TianXingWangLuoJiaSuQi	1059	0		http://www.tianxingvpn8.com/client.html	天行网络加速器	天行网络加速器	
1399	JiGuang	1060	0	推特党信息技术总局发布		极光	极光	
1400	HotSpotShield_Mac	1061	0		https://itunes.apple.com/us/app/hotspot-shield-vpn-best-vpn/id771076721?mt=12&ls=1	HotSpotShield_Mac	HotSpotShield_Mac	
1401	HotSpotShield_ChromeExtention	1062	0		https://chrome.google.com/webstore/detail/hotspot-shield-vpn-free-p/nlbejmccbhkncgokjcmghpfloaajcffj	HotSpotShield_ChromeExtention	HotSpotShield_ChromeExtention	
1402	A.Big.T	1063	0		https://itunes.apple.com/us/app/a-big-t-a-smart-vpn/id1051326718?mt=8	A.Big.T	A.Big.T	
1403	ShadowSocksR	1064	0			ShadowSocksR	ShadowSocksR	
